gen,best_fit,mean_fit,std_fit,best_prob,mean_prob,std_prob
37,65.74424995824663,20.3443500722007,20.697906506727318,0.30305840363871195,0.2726022464859427,0.1099775677487443
38,74.76363040979629,21.742251143336617,23.330748853490157,0.22344997834391822,0.27949730722580934,0.12108253651787568
39,65.74233241211736,21.138181311543367,22.245565916190632,0.24307354005080692,0.26455247145540445,0.0960247350495671
40,65.74233241211736,20.460573851779895,22.974086509854672,0.24307354005080692,0.36233644242171414,0.2391888413360494
41,74.87750719048562,19.131228536186054,24.389397540920463,0.2335260507248991,0.3320031218892779,0.20250165044015406
42,65.99118681455741,22.756157160370243,24.92214002034664,0.471223942383864,0.31484319488718915,0.1746053042038864
43,65.95262782095372,18.900774609931602,24.14368978795663,0.2352148170294469,0.30023698262285253,0.1572969297701576
44,56.88631782016777,16.486328116231004,23.816026890675676,0.23271330561090978,0.29590581019716494,0.1475996874223528
45,84.83879267830493,17.48450151144342,25.2327589658835,0.2480749721899757,0.30351480399094927,0.14366781367977835
46,66.08110614572685,18.410202672486793,24.05603305101819,0.2532938347592797,0.30960282097454533,0.14415783158191445
47,57.14492807779757,22.66020078217242,25.460242751822953,0.3300946463591937,0.31022305656747395,0.1494948379567937
48,56.742332412117364,25.280357102858456,24.696751555669433,0.23314448295019452,0.3010013107457254,0.15048827373052384
49,74.88190280195865,28.595189674484686,26.21274641644485,0.23289957919419224,0.29236784424162193,0.15118448241429588
50,74.76951855242152,33.488005603941666,25.2517717606431,0.2956832056859119,0.27359953404235815,0.14038347162028864
51,74.77544157072464,29.80185228996905,26.726072022649397,0.24296065082965765,0.2711358706342749,0.10780572360725897
52,56.742332412117364,25.3006230865185,25.538242105549468,0.23096320054525643,0.2779434692703385,0.09120312067993526
53,86.59342407327507,32.281003972526776,26.862675705400978,0.2842569280566032,0.26421893031066285,0.06789555724426709
54,74.74233241211736,31.233559373620746,25.24110508297327,0.22422991862748365,0.26008123883053186,0.059800680692997384
55,65.73279945145863,29.978082088690474,24.71055351699796,0.2630248773632715,0.2641944561846128,0.07972593777480237
56,91.49968104797993,30.316329972857666,25.406984836365496,0.25534015809450133,0.2738600684695071,0.09380429488062537
57,91.49968104797993,33.055101488052266,24.45339176588185,0.25534015809450133,0.27563404545394316,0.09379035627507966
58,56.860115447773744,31.279936424074144,22.32468612611852,0.2926053868993057,0.29786935925468805,0.13024540115791705
59,74.74617118842453,28.228555589997494,22.925101511995972,0.5527171728505103,0.3347877705063576,0.1580285924707184
60,56.742332412117364,25.44802271260098,22.771003691236317,0.276733886206029,0.32710265384845655,0.12924265163313373
61,65.78539190157781,21.847719994365885,22.942391013518044,0.6288594816216061,0.31028081798271845,0.1089709763238236
62,56.742332412117364,23.57312883087924,21.443557545473332,0.24664188119553482,0.3174224762053213,0.11096565404797455
63,56.742332412117364,23.19278295710358,22.4477836855129,0.2839311038469041,0.311770414557527,0.10614532697517605
64,56.742332412117364,23.743725884006476,23.12199025285956,0.6148382166569286,0.3243615460405337,0.11065839782329807
65,65.77346333071253,16.199231929191804,22.698663946704155,0.27047641543155004,0.3162060280167454,0.10304930803633025
66,65.74233241211736,14.992169083172138,24.43553019558445,0.28188355527700115,0.3010231156172509,0.08187716293779915
67,65.88631782016776,13.134437551145297,22.805760761862032,0.25210875482594086,0.3031058547572889,0.0881355833919583
68,65.88631782016776,13.102849340452387,22.671453311317734,0.25210875482594086,0.31303492086025797,0.08777840211845298
69,65.88631782016776,15.52224002996153,22.882642356816714,0.25210875482594086,0.3249347209417095,0.10891999721602619
70,56.742332412117364,13.155210278886091,20.1461599510044,0.3085578403219963,0.3483797551755314,0.12728993045644002
71,84.21858578874553,20.20432933739518,24.032706877036986,0.27650935186997494,0.3814981876102204,0.22110747353844587
72,84.21858578874553,19.636639973015637,21.07937707176547,0.27650935186997494,0.3658046656181003,0.19531550049324578
73,65.86660195700335,21.52075907389431,24.209627386120104,0.19452623845733052,0.31305800891946217,0.1584108140456772
74,75.20394224923463,21.74583546134956,23.737309278510605,0.2856926150207719,0.30623733852049534,0.1614753579231407
75,56.769518552421516,23.009907059106236,22.83432579347446,0.25831367712035386,0.2891071563678488,0.1378661465007432
76,74.76363040979629,26.526864838180412,22.971976249129828,0.2694400579374238,0.28938332819668955,0.13561934441257692
77,86.79140997390337,26.108594548591892,24.781281473627622,0.21480051561432822,0.2859726304464528,0.11447181000343333
78,65.75389323451844,26.757147750699396,24.869153272761384,0.22237239779273343,0.30192976158264406,0.12043963456800359
79,74.76951855242152,26.541674691327877,26.376097490110958,0.24891543446108522,0.3189000307116593,0.14812134517543307
80,85.56755198344948,25.28569729835597,24.728716496780518,0.22689521049349087,0.30819748474839503,0.13630248511883933
81,74.76951855242152,21.518448865305018,24.82258790609595,0.2762564165095811,0.31389607289484134,0.1529682822623927
82,56.76363040979629,18.847164449276868,24.49907397902528,0.2677882880140875,0.3000508200389295,0.12348791787104949
83,65.77544157072464,20.17447405752874,27.501171526256023,0.251089249721704,0.3086020131090944,0.11338779381757298
84,65.78139988030827,18.562633515534813,26.26714258035277,0.5577066487579936,0.3164461303682392,0.10603317738715987
85,56.742332412117364,15.474820573349755,25.875698427738087,0.2806400987422544,0.31094639430063603,0.08810488462071293
86,65.74233241211736,14.964596638838684,25.058131079631714,0.33023455328426565,0.3128068520616992,0.09481720640173506
87,65.74233241211736,15.377794713139583,24.46254745735144,0.33023455328426565,0.30786812066802316,0.10529671866642523
88,75.35455310235676,12.614878022485218,24.531099531087758,0.2984996255314912,0.31106935887346976,0.0993800543735235
89,56.742332412117364,10.023355007048698,22.227012974795635,0.3287510098203016,0.3150234048070174,0.1112130306992101
90,86.59140997390337,11.869992556686528,22.40637806186144,0.3174936401526067,0.33189579882829806,0.13799450437613117
91,86.49463815194544,14.24639698881718,22.356211828970046,0.30172856617183313,0.3279719708051118,0.11754269450787384
92,65.74424995824663,20.050801629779894,22.34956435448737,0.7134894567344613,0.43467903210265196,0.23138714592506882
93,56.76363040979629,16.48308837005766,20.60578477799974,0.3035201013447861,0.4006988052494815,0.19052930218155684
94,65.76363040979629,16.412232124260704,20.50353115771565,0.7479280444238167,0.38596165188702275,0.17825097323716077
95,66.19788162462294,14.942350714552937,20.40759757094486,0.6366052770692584,0.36093597919799597,0.15084716455781524
96,57.41275134159975,13.682855344987235,17.16100686280812,0.31133342030392946,0.3572468851338831,0.14029996662861727
97,56.746171188424526,9.829543335344797,16.286590485928237,0.3220211740475003,0.3566946738380443,0.1378846017831884
98,85.26660195700336,9.305696047978682,17.234354291907145,0.28394722952975093,0.34578887988423196,0.11270301473909784
99,89.0137913760995,14.528717841511371,18.79811233892659,0.2913582115469678,0.3452444530316965,0.1252819310770873
